dist, angle, rangeIR, mts, flag
7, 1, 79925, 44643, 1
7, 0, 78675, 44674, 1
7, 1, 78530, 44704, 1
7, 1, 80009, 44734, 1
7, 1, 305386, 44764, 1
7, 0, 507524, 44794, 1
6, 1, 526137, 44824, 1
7, 1, 979174, 44854, 1
8, 1, 1393098, 44884, 1
7, 0, 1418927, 44914, 1
7, 1, 1445134, 44944, 1
7, 1, 1166601, 44974, 1
7, 1, 1263111, 45004, 1
7, 0, 1597849, 45035, 1
7, 1, 1473948, 45064, 1
7, 1, 1392720, 45095, 1
7, 1, 1363546, 45125, 1
7, 1, 1291901, 45155, 1
7, 1, 1121820, 45245, 1
7, 0, 1271647, 45275, 1
7, 1, 1344659, 45305, 1
7, 1, 1232664, 45335, 1
7, 1, 1100061, 45365, 1
7, 0, 1117921, 45395, 1
7, 1, 1024730, 45425, 1
7, 1, 1068821, 45456, 1
7, 1, 1121806, 45486, 1
7, 0, 984579, 45516, 1
7, 1, 800463, 45546, 1
7, 1, 838275, 45576, 1
7, 1, 940282, 45606, 1
7, 0, 818016, 45636, 1
7, 1, 909537, 45666, 1
6, 1, 1575962, 45696, 1
8, 1, 2089626, 45726, 1
7, 0, 2072771, 45756, 1
7, 1, 2054275, 45786, 1
7, 1, 1970584, 45817, 1
7, 1, 1836576, 45846, 1
7, 0, 1383535, 45877, 1
7, 1, 668692, 45907, 1
7, 1, 397762, 45937, 1
7, 0, 485190, 45967, 1
7, 1, 635805, 45997, 1
7, 1, 1064751, 46027, 1
7, 1, 1366448, 46057, 1
7, 1, 1349936, 46087, 1
7, 0, 1471676, 46117, 1
7, 1, 1492606, 46147, 1
7, 1, 1557658, 46177, 1
7, 0, 1799261, 46207, 1
7, 1, 2096780, 46238, 1
7, 1, 2283382, 46268, 1
7, 1, 2210526, 46298, 1
7, 1, 2111509, 46328, 1
6, 0, 2120039, 46358, 1
7, 1, 2160836, 46448, 1
6, 0, 2183919, 46478, 1
8, 1, 2073608, 46509, 1
7, 1, 1789629, 46539, 1
7, 1, 1802795, 46569, 1
7, 0, 1604402, 46599, 1
7, 1, 1177190, 46629, 1
7, 1, 1131938, 46659, 1
7, 1, 1525865, 46689, 1
7, 1, 1827527, 46719, 1
7, 0, 1749500, 46749, 1
7, 1, 1682781, 46779, 1
7, 0, 1729591, 46809, 1
7, 1, 1560299, 46840, 1
7, 1, 1560299, 46869, 1
7, 1, 1179349, 46900, 1
7, 1, 812554, 46930, 1
7, 0, 436725, 46960, 1
7, 1, 600663, 46990, 1
7, 1, 899858, 47020, 1
7, 1, 840171, 47050, 1
7, 0, 739750, 47080, 1
7, 1, 586485, 47110, 1
7, 1, 520358, 47140, 1
7, 1, 610026, 47170, 1
7, 0, 538355, 47200, 1
7, 1, 558531, 47230, 1
7, 1, 822622, 47260, 1
7, 0, 1257799, 47291, 1
7, 1, 1657351, 47321, 1
7, 1, 1657969, 47351, 1
7, 1, 1546493, 47381, 1
7, 1, 1448257, 47411, 1
7, 0, 1326654, 47441, 1
3, 0, 1380824, 47456, 1
7, 1, 1541010, 47486, 1
11, 1, 1554208, 47531, 1
3, 0, 1266878, 47546, 1
7, 1, 619542, 47576, 1
7, 1, 169126, 47606, 1
7, 1, 321297, 47636, 1
7, 0, 503863, 47666, 1
7, 1, 459019, 47696, 1
7, 1, 424032, 47727, 1
7, 1, 267933, 47757, 1
7, 0, 111577, 47787, 1
7, 1, 90021, 47817, 1
7, 1, 85851, 47847, 1
7, 1, 341160, 47877, 1
7, 0, 804638, 47907, 1
7, 1, 1044087, 47937, 1
7, 1, 1104817, 47967, 1
7, 1, 1164620, 47997, 1
7, 0, 1275950, 48027, 1
7, 1, 1386821, 48057, 1
7, 1, 1536690, 48087, 1
7, 1, 1724752, 48117, 1
7, 1, 1984195, 48148, 1
7, 0, 2284637, 48178, 1
7, 1, 2635903, 48208, 1
7, 1, 2739833, 48238, 1
7, 1, 2526145, 48268, 1
7, 0, 2189280, 48298, 1
8, 1, 2024490, 48328, 1
6, 1, 2090431, 48358, 1
7, 1, 2022437, 48388, 1
7, 0, 1856989, 48418, 1
