dist, angle, rangeIR, mts, flag
7, 1, 2607884, 170911, 1
7, 1, 2672955, 170941, 1
7, 1, 2757848, 170971, 1
7, 0, 2785024, 171001, 1
7, 1, 2735833, 171031, 1
7, 1, 2674890, 171061, 1
6, 0, 2636700, 171091, 1
8, 1, 2611037, 171121, 1
7, 1, 2560961, 171151, 1
7, 1, 2457636, 171181, 1
7, 1, 2378773, 171211, 1
6, 0, 2381614, 171241, 1
8, 1, 2391118, 171271, 1
6, 1, 2453173, 171301, 1
8, 1, 2508814, 171332, 1
7, 0, 2585069, 171362, 1
7, 1, 2676898, 171392, 1
7, 1, 2632611, 171422, 1
6, 0, 2573627, 171452, 1
8, 1, 2617888, 171482, 1
7, 1, 2681922, 171512, 1
7, 1, 2725822, 171542, 1
7, 1, 2780958, 171572, 1
7, 0, 2814182, 171602, 1
7, 1, 2812014, 171632, 1
6, 1, 2779175, 171662, 1
7, 1, 2931420, 171692, 1
7, 0, 3084361, 171723, 1
7, 1, 3084361, 171753, 1
7, 1, 2932946, 171783, 1
7, 1, 2906227, 171813, 1
7, 0, 2947591, 171843, 1
7, 1, 2907947, 171873, 1
8, 1, 2993030, 171903, 1
7, 1, 3033579, 171933, 1
7, 0, 2978379, 171963, 1
7, 1, 2950250, 171993, 1
7, 1, 2974198, 172023, 1
6, 0, 3064257, 172053, 1
7, 1, 3073910, 172114, 1
7, 1, 3030281, 172144, 1
7, 0, 3315445, 172174, 1
7, 1, 3542352, 172204, 1
7, 1, 3226521, 172234, 1
7, 1, 2967842, 172264, 1
7, 0, 3001598, 172294, 1
7, 1, 3050811, 172324, 1
7, 1, 3017540, 172354, 1
7, 1, 2905543, 172384, 1
7, 0, 2964264, 172414, 1
6, 1, 3111237, 172444, 1
8, 1, 3085007, 172474, 1
7, 1, 2907792, 172504, 1
7, 1, 2896165, 172535, 1
8, 1, 2937932, 172625, 1
7, 0, 2854522, 172655, 1
6, 1, 2744463, 172685, 1
8, 1, 2764632, 172715, 1
7, 1, 2811726, 172745, 1
7, 1, 2837842, 172775, 1
7, 1, 2583309, 172865, 1
7, 0, 2386796, 172896, 1
7, 1, 2466790, 172926, 1
7, 1, 2573756, 172956, 1
7, 1, 2606633, 172986, 1
7, 1, 2547167, 173016, 1
7, 0, 2479209, 173046, 1
7, 1, 2441999, 173076, 1
7, 1, 2384166, 173106, 1
7, 1, 2299323, 173136, 1
7, 0, 2227420, 173166, 1
7, 1, 2150570, 173196, 1
7, 1, 2150927, 173226, 1
7, 0, 2183881, 173256, 1
7, 1, 2183550, 173286, 1
7, 1, 1972225, 173317, 1
7, 1, 1912726, 173347, 1
7, 0, 2090698, 173377, 1
6, 1, 2117450, 173407, 1
8, 1, 2151076, 173437, 1
6, 1, 2140956, 173467, 1
8, 0, 2077858, 173497, 1
7, 1, 2087889, 173527, 1
7, 1, 2087305, 173557, 1
7, 1, 2058259, 173587, 1
7, 1, 2054154, 173617, 1
7, 0, 1987631, 173647, 1
7, 1, 1896482, 173677, 1
6, 1, 1915429, 173708, 1
7, 0, 2006305, 173738, 1
7, 1, 1746299, 173768, 1
7, 1, 1734545, 173798, 1
7, 1, 1999275, 173828, 1
7, 1, 1385797, 173903, 1
7, 1, 965883, 173933, 1
7, 1, 780388, 173963, 1
7, 0, 840400, 173993, 1
7, 1, 1458625, 174023, 1
7, 1, 2204760, 174053, 1
7, 1, 2460667, 174083, 1
7, 0, 2469315, 174114, 1
7, 1, 2507957, 174144, 1
7, 1, 2529553, 174174, 1
7, 1, 2460411, 174204, 1
7, 0, 2405893, 174234, 1
7, 1, 2967395, 174264, 1
7, 1, 3478407, 174294, 1
7, 1, 3228604, 174324, 1
7, 0, 2966621, 174354, 1
7, 1, 2938732, 174384, 1
7, 1, 3083100, 174414, 1
7, 1, 3240491, 174444, 1
7, 0, 3318415, 174474, 1
7, 1, 3321608, 174505, 1
7, 1, 3281989, 174535, 1
7, 1, 3089240, 174565, 1
7, 0, 3128715, 174595, 1
7, 1, 3464457, 174625, 1
7, 1, 3615420, 174655, 1
7, 1, 3596254, 174685, 1
7, 0, 3734916, 174715, 1
7, 1, 3850184, 174745, 1
7, 1, 3780083, 174775, 1
7, 1, 3696310, 174805, 1
7, 0, 3308287, 174836, 1
7, 1, 2869253, 174866, 1
7, 1, 2850717, 174896, 1
7, 1, 3389687, 174926, 1
7, 0, 3609933, 174956, 1
7, 1, 3453624, 174986, 1
7, 1, 3581686, 175016, 1
7, 1, 3738142, 175046, 1
7, 0, 3566970, 175076, 1
7, 1, 2777656, 175106, 1
7, 1, 1993774, 175136, 1
7, 1, 1432966, 175166, 1
7, 0, 1570760, 175196, 1
7, 1, 2312782, 175226, 1
7, 1, 3158774, 175257, 1
7, 1, 3861027, 175287, 1
7, 0, 4026630, 175317, 1
7, 1, 4006107, 175347, 1
7, 1, 3878276, 175377, 1
7, 1, 3643985, 175407, 1
7, 0, 3703569, 175437, 1
7, 1, 3927106, 175467, 1
7, 1, 3960321, 175497, 1
7, 1, 3930525, 175527, 1
7, 0, 3858224, 175557, 1
7, 1, 3809265, 175587, 1
7, 1, 3975485, 175618, 1
7, 1, 3945604, 175648, 1
7, 0, 3747580, 175678, 1
7, 1, 3761947, 175708, 1
7, 1, 3736615, 175738, 1
7, 1, 3703128, 175768, 1
7, 0, 3688628, 175798, 1
7, 1, 3653111, 175828, 1
7, 1, 3416437, 175858, 1
7, 1, 3319156, 175888, 1
7, 0, 3444017, 175918, 1
7, 1, 3446969, 175948, 1
7, 1, 3446235, 175978, 1
7, 1, 3393285, 176008, 1
7, 0, 3338575, 176039, 1
7, 1, 3359691, 176069, 1
7, 1, 3382733, 176099, 1
7, 1, 3359620, 176129, 1
7, 0, 3323284, 176159, 1
7, 1, 3283731, 176189, 1
7, 1, 3194024, 176219, 1
7, 0, 3132428, 176249, 1
7, 1, 3131232, 176279, 1
7, 1, 3127997, 176309, 1
7, 1, 3129984, 176339, 1
7, 0, 3095724, 176369, 1
7, 1, 3030126, 176399, 1
7, 1, 3001957, 176430, 1
7, 1, 3004385, 176460, 1
7, 1, 2976857, 176490, 1
7, 0, 2910301, 176520, 1
7, 1, 2843426, 176550, 1
7, 1, 2815279, 176580, 1
7, 1, 2815973, 176610, 1
7, 0, 2813287, 176640, 1
7, 1, 2758417, 176670, 1
7, 1, 2728035, 176700, 1
7, 0, 2759074, 176730, 1
7, 1, 2789405, 176760, 1
7, 1, 2758571, 176790, 1
7, 1, 2654817, 176821, 1
7, 1, 2594804, 176851, 1
7, 0, 2610913, 176881, 1
7, 1, 2605976, 176911, 1
7, 1, 2553095, 176941, 1
7, 1, 2519711, 176971, 1
7, 0, 2508401, 177001, 1
7, 1, 2477735, 177031, 1
7, 1, 2447609, 177061, 1
7, 1, 2442255, 177091, 1
7, 0, 2343493, 177121, 1
7, 1, 2315032, 177151, 1
7, 1, 2364517, 177181, 1
7, 1, 2331250, 177211, 1
7, 0, 2313626, 177242, 1
7, 1, 2286157, 177272, 1
7, 1, 2267597, 177302, 1
7, 1, 2295329, 177332, 1
7, 1, 2377941, 177362, 1
7, 0, 2505123, 177392, 1
7, 1, 2587638, 177422, 1
7, 1, 2654446, 177452, 1
7, 1, 2726119, 177482, 1
7, 0, 2832091, 177512, 1
7, 1, 2925710, 177542, 1
7, 1, 2937541, 177572, 1
7, 1, 3001334, 177602, 1
7, 0, 3067660, 177633, 1
7, 1, 3072053, 177663, 1
7, 1, 3132579, 177693, 1
7, 0, 3224514, 177723, 1
7, 1, 3279342, 177753, 1
7, 1, 3310503, 177783, 1
7, 1, 3350909, 177813, 1
7, 1, 3414499, 177843, 1
7, 0, 3464173, 177873, 1
7, 1, 3494999, 177903, 1
7, 1, 3541118, 177934, 1
7, 1, 3541118, 177963, 1
7, 0, 3636214, 177993, 1
7, 1, 3699483, 178084, 1
7, 0, 3736410, 178114, 1
7, 1, 3773679, 178144, 1
7, 1, 3773695, 178174, 1
7, 1, 3773645, 178204, 1
7, 0, 3664376, 178234, 1
7, 1, 3528637, 178264, 1
7, 1, 3669190, 178294, 1
7, 0, 3836706, 178324, 1
7, 1, 3839410, 178354, 1
7, 1, 3840507, 178385, 1
7, 1, 3868524, 178415, 1
7, 0, 3929825, 178445, 1
7, 1, 3944370, 178475, 1
7, 1, 3911724, 178505, 1
7, 1, 3897801, 178535, 1
7, 1, 3869326, 178565, 1
7, 0, 3855652, 178595, 1
7, 1, 3883637, 178625, 1
7, 1, 3866352, 178655, 1
7, 1, 3677687, 178685, 1
7, 0, 3554877, 178715, 1
7, 1, 3712538, 178745, 1
7, 1, 3835588, 178775, 1
7, 0, 3679623, 178806, 1
7, 1, 3501131, 178836, 1
7, 1, 3626193, 178866, 1
7, 1, 3804527, 178896, 1
7, 0, 3812706, 178926, 1
7, 1, 3775748, 178956, 1
7, 1, 3731166, 178986, 1
7, 1, 3700775, 179016, 1
7, 0, 3679204, 179046, 1
7, 1, 3646082, 179076, 1
7, 1, 3634949, 179106, 1
7, 1, 3436160, 179136, 1
7, 0, 3216814, 179166, 1
7, 1, 3199670, 179196, 1
7, 1, 3355737, 179227, 1
7, 1, 3510617, 179257, 1
7, 0, 3496916, 179287, 1
7, 1, 3465472, 179317, 1
7, 1, 3642934, 179347, 1
7, 1, 3658646, 179377, 1
7, 0, 3432955, 179407, 1
7, 1, 3382441, 179437, 1
7, 1, 3350171, 179467, 1
7, 1, 3322505, 179497, 1
7, 0, 3314671, 179527, 1
7, 1, 3279854, 179557, 1
7, 1, 3043392, 179587, 1
7, 1, 2985144, 179617, 1
7, 0, 3160919, 179648, 1
7, 1, 3155678, 179678, 1
7, 1, 3098129, 179708, 1
7, 1, 3023367, 179738, 1
4, 0, 2982065, 179753, 1
7, 0, 3246576, 179783, 1
6, 1, 3285810, 179813, 1
7, 1, 3014334, 179843, 1
7, 1, 2949987, 179873, 1
7, 0, 2904419, 179903, 1
8, 1, 2875923, 179933, 1
7, 1, 2861380, 179963, 1
6, 1, 2827973, 179994, 1
8, 0, 2827973, 180024, 1
6, 1, 2811286, 180054, 1
8, 1, 2965662, 180084, 1
7, 0, 3080949, 180114, 1
7, 1, 2872107, 180144, 1
7, 1, 2702483, 180174, 1
7, 1, 2675803, 180204, 1
7, 0, 2634542, 180234, 1
7, 1, 2596157, 180264, 1
7, 1, 2573467, 180294, 1
7, 1, 2549359, 180324, 1
7, 0, 2511629, 180354, 1
7, 1, 2471296, 180385, 1
7, 1, 2443912, 180415, 1
7, 1, 2421619, 180445, 1
7, 1, 2387817, 180475, 1
7, 0, 2376753, 180505, 1
7, 1, 2592683, 180535, 1
7, 1, 2721294, 180565, 1
6, 1, 2472207, 180595, 1
7, 0, 2280092, 180625, 1
7, 1, 2345029, 180655, 1
7, 1, 2538965, 180685, 1
7, 0, 2723762, 180715, 1
7, 1, 2810855, 180745, 1
7, 1, 2934750, 180775, 1
7, 1, 3074279, 180806, 1
7, 0, 3108481, 180836, 1
7, 1, 3222581, 180866, 1
7, 1, 3349612, 180896, 1
7, 1, 3381368, 180926, 1
7, 0, 3381489, 180956, 1
7, 1, 3540299, 180986, 1
7, 1, 3702496, 181016, 1
7, 1, 3708555, 181046, 1
7, 0, 3742521, 181076, 1
7, 1, 3774475, 181106, 1
7, 1, 3824231, 181136, 1
7, 1, 3890343, 181166, 1
7, 0, 3965580, 181197, 1
7, 1, 4056427, 181227, 1
7, 1, 4110195, 181257, 1
7, 1, 4139444, 181287, 1
7, 0, 4148409, 181317, 1
7, 1, 4182030, 181347, 1
7, 1, 4215503, 181377, 1
8, 1, 4214247, 181407, 1
6, 0, 4275719, 181437, 1
7, 1, 4341252, 181467, 1
7, 1, 4342478, 181497, 1
7, 1, 4339392, 181527, 1
7, 0, 4338661, 181557, 1
8, 1, 4342291, 181588, 1
7, 1, 4342537, 181618, 1
7, 1, 4339098, 181648, 1
7, 1, 4244887, 181678, 1
6, 0, 4260194, 181708, 1
7, 1, 4384583, 181738, 1
7, 1, 4400064, 181768, 1
7, 1, 4401100, 181798, 1
7, 0, 4404376, 181828, 1
8, 1, 4418293, 181858, 1
7, 1, 4609129, 181888, 1
7, 1, 4582969, 181918, 1
